날짜,시:분,온도 (℃),습도 (%),CO2 (ppm),토양온도 (℃),토양 EC (dS/m),토양수분 (%),일사 (w/㎡),EC (dS/m),pH (pH)
2022-07-02,10:00,34.07,63.56,287.67,30.53,0.47,26.32,350.63,2.87,6.94
2022-07-02,9:00,32.48,70.1,310.18,29.25,0.46,26.51,377.93,2.94,7.17
2022-07-02,8:00,29.42,80.88,323.67,27.24,0.46,26.55,259.5,2.87,7.29
2022-07-02,7:00,26.61,91.36,336.33,25.48,0.46,26.39,141.27,2.93,7.41
2022-07-02,6:00,24.54,96.61,409.75,24.62,0.47,26.5,64.88,2.93,7.45
2022-07-02,5:00,23.19,96.49,448.58,24.4,0.47,26.5,11.84,2.97,7.41
2022-07-02,4:00,23.3,96.03,453.42,24.68,0.47,26.43,0,2.97,7.35
2022-07-02,3:00,23.44,95.12,439.83,25.01,0.48,26.38,0,3.01,7.28
2022-07-02,2:00,23.77,94.92,421.73,25.43,0.49,26.33,0,3.12,7.21
2022-07-02,1:00,24.04,94.38,397.92,25.87,0.48,26.24,0,3.07,7.15
2022-07-02,0:00,24.47,93.95,374.33,26.44,0.49,26.17,0,3.11,7.05
2022-07-03,23:00,25.62,94,387,27.9,0.54,25.8,0,3.53,6.64
2022-07-03,22:00,26,90.05,351,28.3,0.54,25.7,0,3.56,6.53
2022-07-03,21:00,26,90.05,351,28.3,0.54,25.7,0,3.56,6.53
2022-07-03,20:00,26.97,79.4,312,29.3,0.53,25.6,0,3.51,6.32
2022-07-03,19:00,28.7,68.64,295.5,30.78,0.55,25.49,6.59,3.65,6.14
2022-07-03,18:00,30.63,64.06,280.14,31.79,0.54,25.53,72.14,3.61,6.1
2022-07-03,17:00,32.07,61.02,278,32.62,0.55,25.42,128.53,3.44,6.13
2022-07-03,16:00,34.88,56.87,271.17,33.42,0.54,25.43,279.2,3.57,6.19
2022-07-03,15:00,35.58,59.79,270.08,33.19,0.54,25.49,316.89,3.4,6.2
2022-07-03,14:00,34.55,59.44,262,32.95,0.53,25.45,237.2,3.57,6.05
2022-07-03,13:00,35.69,56.92,260.82,33.19,0.51,25.49,283.23,3.46,6.14
2022-07-03,12:00,36.12,57.98,268.2,32.67,0.51,25.63,298.41,3.39,6.24
2022-07-03,11:00,35.28,57.33,274.5,31.85,0.5,25.79,371.06,3.3,6.32
2022-07-03,10:00,34.2,63.94,273.75,30.86,0.5,26.07,346.93,3.08,6.4
2022-07-03,9:00,32.47,69.38,276.83,29.66,0.49,26.19,332.44,3.21,6.68
2022-07-03,8:00,30.34,75.88,292.17,27.95,0.49,26.09,243.02,3.17,6.91
2022-07-03,7:00,27.53,87.33,323.67,26.38,0.48,25.86,146.32,3.18,6.97
2022-07-03,6:00,25.01,96.3,370.42,25.56,0.5,26,66.95,3.22,7.02
2022-07-03,5:00,24.05,96.69,407.33,25.53,0.5,25.98,9.73,3.24,6.96
2022-07-03,4:00,24.63,97.03,428.83,26.03,0.51,25.91,0,3.26,6.89
2022-07-03,3:00,25.03,97.08,452.83,26.35,0.51,25.88,0,3.34,6.85
2022-07-03,2:00,25.18,96.53,435.75,26.68,0.51,25.84,0,3.3,6.8
2022-07-03,1:00,25.28,95.75,415,26.97,0.52,25.8,0,3.41,6.74
2022-07-03,0:00,25.51,94.75,396.42,27.35,0.52,25.78,0,3.37,6.7
2022-07-04,23:00,-,-,-,-,-,-,-,-,-
2022-07-04,22:00,-,-,-,-,-,-,-,-,-
2022-07-04,21:00,-,-,-,-,-,-,-,-,-
2022-07-04,20:00,-,-,-,-,-,-,-,-,-
2022-07-04,19:00,28.74,76.53,284.33,29.73,0.52,25.9,60.07,3.38,6.41
2022-07-04,18:00,28.91,75.65,275.83,30,0.52,25.98,73.46,3.37,6.4
2022-07-04,17:00,30.41,71.74,274.75,30.61,0.53,26.08,117.95,3.4,6.42
2022-07-04,16:00,30.66,72.85,275.17,30.74,0.53,26.03,131.38,3.44,6.44
2022-07-04,15:00,30.9,75.84,278.92,30.73,0.53,25.92,171.88,3.45,6.39
2022-07-04,14:00,29.81,78.11,290.17,30.75,0.53,25.81,105.66,3.51,6.3
2022-07-04,13:00,31.36,70.7,275.58,31.43,0.54,25.85,123.16,3.49,6.3
2022-07-04,12:00,33.93,63.82,267.75,32.25,0.53,25.78,185.55,3.31,6.4
2022-07-04,11:00,34.47,62.18,267.67,31.66,0.52,25.81,314.2,3.44,6.52
2022-07-04,10:00,34.69,58.24,277.5,30.93,0.51,25.98,335.04,3.36,6.72
2022-07-04,9:00,32.79,63.73,283.92,29.55,0.52,26.23,367.36,3.31,6.93
2022-07-04,8:00,30.27,78,318.33,27.88,0.5,25.88,257.47,3.13,7.06
2022-07-04,7:00,30.27,78,318.33,27.88,0.5,25.88,257.47,3.13,7.06
2022-07-04,6:00,25.12,97.4,356,25.85,0.51,26,43.47,3.26,7.13
2022-07-04,5:00,24.7,97.9,379.5,25.9,0.54,26,0,3.49,7.12
2022-07-04,4:00,25.13,97.85,466,26.15,0.53,26,0,3.43,7.06
2022-07-04,3:00,25.13,97.3,466,26.2,0.52,25.9,0,3.38,7.05
2022-07-04,2:00,24.96,95.6,428,26.4,0.78,25.9,0,5.07,6.97
2022-07-04,1:00,24.96,95.6,428,26.8,0.53,25.9,0,3.45,6.89
2022-07-04,0:00,25.62,94,387,26.8,0.53,25.9,0,3.45,6.89
2022-07-05,23:00,25.24,94.93,382.67,26.99,0.5,26.3,0,3.16,6.97
2022-07-05,22:00,25.37,93.1,358.08,27.33,0.5,26.27,0,3.18,6.88
2022-07-05,21:00,25.62,89.47,327.83,27.79,0.51,26.2,0,3.24,6.74
2022-07-05,20:00,26.22,84.51,314.5,28.43,0.51,26.11,0,3.24,6.59
2022-07-05,19:00,27.77,76.83,287.75,29.28,0.51,26.1,16.12,3.27,6.53
2022-07-05,18:00,29.77,69.75,265.25,29.92,0.51,26.28,84.33,3.23,6.57
2022-07-05,17:00,30.47,70.32,261.09,29.95,0.5,26.15,142.79,3.2,6.63
2022-07-05,16:00,30.2,74.05,268.92,29.83,0.5,26.3,149.82,3.2,6.67
2022-07-05,15:00,29.48,78.3,262.67,29.69,0.5,26.25,137.65,3.2,6.65
2022-07-05,14:00,29.99,76.48,262.42,29.8,0.5,26.33,171.8,3.22,6.68
2022-07-05,13:00,30.87,72.14,271.17,30.1,0.5,26.36,157.83,3.16,6.74
2022-07-05,12:00,31.53,75.43,286.67,29.83,0.5,26.47,234.8,3.04,6.86
2022-07-05,11:00,29.74,82.15,293.25,28.97,0.49,26.46,183.97,3.11,6.86
2022-07-05,10:00,29.74,81.93,295.42,28.67,0.49,26.57,144.12,2.93,6.96
2022-07-05,9:00,29.61,81.29,300.33,28.18,0.5,26.66,145.34,3.02,7.08
2022-07-05,8:00,28.01,91.47,317.08,27.13,0.48,26.14,143.06,2.9,7.11
2022-07-05,7:00,27.28,97.06,372.14,26.74,0.48,26.19,70.05,3.08,7.22
2022-07-05,6:00,27.28,97.06,372.14,26.74,0.48,26.19,70.05,3.08,7.22
2022-07-05,5:00,-,-,-,-,-,-,-,-,-
2022-07-05,4:00,-,-,-,-,-,-,-,-,-
2022-07-05,3:00,-,-,-,-,-,-,-,-,-
2022-07-05,2:00,-,-,-,-,-,-,-,-,-
2022-07-05,1:00,-,-,-,-,-,-,-,-,-
2022-07-05,0:00,-,-,-,-,-,-,-,-,-
2022-07-06,23:00,27.1,82.55,303,28.59,0.52,25.64,0,3.41,6.59
2022-07-06,22:00,27.1,82.55,303,28.59,0.52,25.64,0,3.41,6.59
2022-07-06,21:00,-,-,-,-,-,-,-,-,-
2022-07-06,20:00,-,-,-,-,-,-,-,-,-
2022-07-06,19:00,-,-,-,-,-,-,-,-,-
2022-07-06,18:00,-,-,-,-,-,-,-,-,-
2022-07-06,17:00,-,-,-,-,-,-,-,-,-
2022-07-06,16:00,35.15,61.75,251.9,33.47,0.53,25.78,236.19,3.5,6.43
2022-07-06,15:00,35.42,62.29,251.08,33.38,0.53,25.91,190.31,3.48,6.41
2022-07-06,14:00,35.42,62.29,251.08,33.38,0.53,25.91,190.31,3.48,6.41
2022-07-06,13:00,-,-,-,-,-,-,-,-,-
2022-07-06,12:00,-,-,-,-,-,-,-,-,-
2022-07-06,11:00,33.26,69.2,258.75,30.58,0.5,26.48,284.74,3.12,6.87
2022-07-06,10:00,32.16,75.04,256.5,29.39,0.49,26.59,286.01,3.06,7.12
2022-07-06,9:00,30.16,81.09,264,28.18,0.49,26.7,196.5,3.06,7.23
2022-07-06,8:00,28.75,85.51,297.17,27.33,0.48,26.24,125.44,2.84,7.29
2022-07-06,7:00,27.52,92.67,349.42,26.43,0.48,26.35,121.61,3.02,7.4
2022-07-06,6:00,25.68,98.58,411.67,25.76,0.48,26.46,58.28,3.03,7.41
2022-07-06,5:00,24.52,99.18,437.75,25.47,0.49,26.49,12.45,3.06,7.38
2022-07-06,4:00,24.48,98.8,481.25,25.61,0.49,26.48,0,3.07,7.34
2022-07-06,3:00,24.64,98.32,468.08,25.78,0.49,26.43,0,3.1,7.29
2022-07-06,2:00,24.68,97.61,447.92,25.98,0.5,26.41,0,3.12,7.23
2022-07-06,1:00,24.76,96.92,427.08,26.27,0.5,26.4,0,3.12,7.14
2022-07-06,0:00,24.99,96.16,400.92,26.65,0.5,26.32,0,3.14,7.05
2022-07-07,23:00,-,-,-,-,-,-,-,-,-
2022-07-07,22:00,-,-,-,-,-,-,-,-,-
2022-07-07,21:00,-,-,-,-,-,-,-,-,-
2022-07-07,20:00,-,-,-,-,-,-,-,-,-
2022-07-07,19:00,-,-,-,-,-,-,-,-,-
2022-07-07,18:00,-,-,-,-,-,-,-,-,-
2022-07-07,17:00,-,-,-,-,-,-,-,-,-
2022-07-07,16:00,-,-,-,-,-,-,-,-,-
2022-07-07,15:00,-,-,-,-,-,-,-,-,-
2022-07-07,14:00,-,-,-,-,-,-,-,-,-
2022-07-07,13:00,-,-,-,-,-,-,-,-,-
2022-07-07,12:00,-,-,-,-,-,-,-,-,-
2022-07-07,11:00,-,-,-,-,-,-,-,-,-
2022-07-07,10:00,-,-,-,-,-,-,-,-,-
2022-07-07,9:00,31.99,72,254,29.4,0.5,25.9,193.41,3.25,6.79
2022-07-07,8:00,31.16,75.27,254.92,28.64,0.5,25.72,225.36,3.21,6.77
2022-07-07,7:00,28.9,83.58,273.33,27.42,0.48,25.43,165.61,3.25,6.85
2022-07-07,6:00,26.22,89.92,296.25,26.53,0.49,25.68,52.54,3.26,6.91
2022-07-07,5:00,25.86,88.27,298,26.58,0.49,25.73,0,3.25,6.89
2022-07-07,4:00,25.81,89.89,303.92,26.71,0.5,25.78,0,3.3,6.86
2022-07-07,3:00,25.82,89.8,315.67,26.96,0.51,25.75,0,3.32,6.82
2022-07-07,2:00,26.13,88.23,309.17,27.35,0.51,25.72,0,3.32,6.77
2022-07-07,1:00,26.44,86.26,307.83,27.75,0.52,25.7,0,3.39,6.72
2022-07-07,0:00,26.77,84.13,309.67,28.17,0.52,25.68,0,3.4,6.65
2022-07-08,23:00,24.16,92.68,352.75,26.38,0.5,26.24,0,3.16,7.16
2022-07-08,22:00,24.66,92.31,331.25,27.08,0.51,26.16,0,3.24,6.99
2022-07-08,21:00,25.02,90.59,313.92,27.66,0.51,26.09,0,3.27,6.79
2022-07-08,20:00,25.54,86.73,292.33,28.46,0.51,26,0,3.28,6.63
2022-07-08,19:00,27.23,78.39,277.42,29.51,0.51,25.93,18.93,3.32,6.49
2022-07-08,18:00,28.83,72.07,267.08,30.36,0.52,25.99,86.53,3.35,6.44
2022-07-08,17:00,30.57,67,257.58,31.19,0.51,26.13,178.02,3.31,6.45
2022-07-08,16:00,32.72,65.11,254.33,31.62,0.5,26.13,321.12,3.24,6.61
2022-07-08,15:00,33.72,63.52,254.75,31.51,0.5,26.25,239.68,3.19,6.67
2022-07-08,14:00,32.98,66.98,255.83,31.03,0.49,26.26,256.61,3.16,6.7
2022-07-08,13:00,32.91,74.69,248.08,30.81,0.49,26.46,204.36,3.06,6.8
2022-07-08,12:00,31.67,73.8,257.75,29.92,0.49,26.48,260.28,3.15,6.94
2022-07-08,11:00,30.97,77.83,262.18,29.25,0.49,26.64,237.76,3.09,6.98
2022-07-08,10:00,29.61,83.88,261.33,28.43,0.49,26.73,204.88,3.06,7
2022-07-08,9:00,28.09,92.76,276.17,27.52,0.49,26.38,200,3,6.98
2022-07-08,8:00,26.62,97.06,286.42,27.23,0.49,26.28,35.65,3.11,7.02
2022-07-08,7:00,26.31,97.31,282.36,27.1,0.49,26.31,39.52,3.13,7.04
2022-07-08,6:00,26.31,97.31,282.36,27.1,0.49,26.31,39.52,3.13,7.04
2022-07-08,5:00,-,-,-,-,-,-,-,-,-
2022-07-08,4:00,-,-,-,-,-,-,-,-,-
2022-07-08,3:00,-,-,-,-,-,-,-,-,-
2022-07-08,2:00,-,-,-,-,-,-,-,-,-
2022-07-08,1:00,-,-,-,-,-,-,-,-,-
2022-07-08,0:00,-,-,-,-,-,-,-,-,-
2022-07-09,23:00,24.78,94.02,353.08,26.71,0.48,26.38,0,3.06,6.97
2022-07-09,22:00,25.24,93.04,331.58,27.25,0.49,26.3,0,3.1,6.84
2022-07-09,21:00,25.52,90.33,310.42,27.72,0.49,26.25,0,3.13,6.7
2022-07-09,20:00,26.02,86.92,299,28.42,0.49,26.18,0,3.14,6.54
2022-07-09,19:00,27.42,81.57,286.5,29.34,0.5,26.11,19.01,3.18,6.45
2022-07-09,18:00,29.4,73.4,281.75,30.14,0.49,26.15,69.72,3.15,6.44
2022-07-09,17:00,31.07,69.01,263.08,30.56,0.5,26.35,157.71,3.16,6.43
2022-07-09,16:00,31.95,70,259.08,30.42,0.5,26.42,251.73,3.14,6.46
2022-07-09,15:00,30.61,73.56,265.33,30.08,0.5,26.48,182.01,3.15,6.49
2022-07-09,14:00,31.23,66.08,260.08,29.97,0.49,26.32,163.9,3.16,6.53
2022-07-09,13:00,32.07,64.21,257.83,29.88,0.49,26.41,196.87,3.13,6.59
2022-07-09,12:00,31.58,66.91,256.67,29.27,0.5,26.64,258.45,3.12,6.69
2022-07-09,11:00,30.33,70.47,260.33,28.58,0.48,26.61,198.98,3.04,6.85
2022-07-09,10:00,29.81,72.52,257.55,27.92,0.49,26.72,200.69,3.06,7.1
2022-07-09,9:00,30.03,74.32,257.17,27.21,0.49,26.83,247.58,3.01,7.36
2022-07-09,8:00,27.25,85.43,267.83,25.7,0.47,26.46,177.45,2.9,7.42
2022-07-09,7:00,25.25,94.03,293,25.01,0.48,26.43,77.09,3.01,7.51
2022-07-09,6:00,24.13,97.68,319.67,24.73,0.48,26.49,25.56,3.02,7.54
2022-07-09,5:00,23.85,97.3,342.92,24.73,0.49,26.5,0,3.05,7.55
2022-07-09,4:00,23.96,97.57,394.42,24.89,0.48,26.5,0,3.03,7.53
2022-07-09,3:00,23.84,96.57,420.42,24.92,0.49,26.49,0,3.07,7.52
2022-07-09,2:00,23.77,95.45,400.92,25.08,0.49,26.42,0,3.07,7.49
2022-07-09,1:00,23.76,94.44,388.33,25.35,0.5,26.4,0,3.13,7.43
2022-07-09,0:00,23.76,92.99,370.5,25.73,0.5,26.32,0,3.16,7.3
2022-07-10,23:00,26.02,92.44,351.25,28.07,0.5,26.08,0,3.19,6.89
2022-07-10,22:00,26.66,88.93,327.33,28.73,0.5,26,0,3.25,6.79
2022-07-10,21:00,27.12,83.3,307.08,29.21,0.5,25.96,0,3.24,6.65
2022-07-10,20:00,27.46,80.42,298.92,29.91,0.51,25.89,0,3.32,6.5
2022-07-10,19:00,28.7,79.18,303.08,30.79,0.51,25.9,7.81,3.32,6.36
2022-07-10,18:00,30.23,75.27,294.58,31.7,0.51,25.9,43.67,3.31,6.3
2022-07-10,17:00,32.67,69.43,260,32.51,0.51,25.98,112.86,3.28,6.32
2022-07-10,16:00,34.2,65.63,253.83,32.75,0.51,25.98,238.87,3.32,6.39
2022-07-10,15:00,34.83,64.53,249.83,32.85,0.51,26.08,269.72,3.26,6.42
2022-07-10,14:00,36.08,60.89,253.83,32.63,0.49,26.07,208.71,3.21,6.5
2022-07-10,13:00,35.31,60.14,259,32.08,0.48,26.19,184,3.06,6.52
2022-07-10,12:00,34.49,64.2,261.17,31.42,0.48,26.24,153.56,3.1,6.64
2022-07-10,11:00,33.88,66.81,265.83,30.56,0.47,26.45,171.06,3.01,6.78
2022-07-10,10:00,33.11,69.48,275.64,29.09,0.46,26.72,350.49,2.91,6.99
2022-07-10,9:00,29.67,78.39,289.91,27.29,0.47,26.95,247.22,2.92,7.24
2022-07-10,8:00,27.49,87.91,306.42,26.33,0.45,26.37,124.01,2.77,7.27
2022-07-10,7:00,26.76,94.69,336.08,25.6,0.46,26.55,122.55,2.86,7.38
2022-07-10,6:00,24.38,97.89,405.75,24.74,0.47,26.61,59.83,2.93,7.44
2022-07-10,5:00,23.52,97.45,437.42,24.66,0.47,26.62,7.86,2.89,7.44
2022-07-10,4:00,23.58,96.52,446.92,24.89,0.47,26.6,0,2.93,7.39
2022-07-10,3:00,23.82,96.1,429.67,25.19,0.47,26.59,0,2.96,7.32
2022-07-10,2:00,24.11,95.87,409.17,25.51,0.48,26.53,0,3,7.25
2022-07-10,1:00,24.26,95.38,392.25,25.83,0.48,26.5,0,3.01,7.17
2022-07-10,0:00,24.48,94.77,372.83,26.23,0.48,26.43,0,3,7.08
2022-07-11,23:00,26.06,97.89,352.33,27.58,0.5,26.38,0,3.13,6.64
2022-07-11,22:00,26.38,96.56,328.83,27.87,0.5,26.34,0,3.13,6.77
2022-07-11,21:00,26.38,93.17,305.42,28.11,0.5,26.3,0,3.17,6.82
2022-07-11,20:00,26.75,88.32,287.33,28.63,0.5,26.25,0,3.19,6.64
2022-07-11,19:00,27.71,83.85,278.08,29.32,0.51,26.22,16.97,3.23,6.52
2022-07-11,18:00,29.65,78.67,263.5,29.96,0.51,26.31,71.39,3.23,6.53
2022-07-11,17:00,30.16,82.36,261.08,29.78,0.5,26.48,164.47,3.17,6.59
2022-07-11,16:00,28.11,91.59,261.25,29.58,0.51,26.38,126.21,3.21,6.64
2022-07-11,15:00,29.61,77.85,258.67,30.47,0.51,26.33,108.14,3.25,6.66
2022-07-11,14:00,33.08,69.05,256.83,30.87,0.49,26.31,203.05,3.13,6.84
2022-07-11,13:00,32.57,69.28,258.33,30.48,0.48,26.48,202.12,2.96,6.93
2022-07-11,12:00,32.98,67.44,260.67,30.08,0.48,26.52,219.74,3.06,7.14
2022-07-11,11:00,32.01,73.21,264.58,28.57,0.48,26.73,198.05,2.99,7.39
2022-07-11,10:00,27.72,91.41,289.64,26.95,0.47,26.47,207.13,2.89,7.32
2022-07-11,9:00,26.27,98.8,339.92,26.56,0.47,26.21,44.89,2.98,7.36
2022-07-11,8:00,26.14,99.03,349.83,26.39,0.47,26.3,46.64,2.99,7.4
2022-07-11,7:00,25.53,99.18,375.17,26.15,0.47,26.3,35.41,3.01,7.41
2022-07-11,6:00,25.09,99.18,378.83,26.1,0.48,26.3,9.85,3.02,7.4
2022-07-11,5:00,24.97,98.53,368.17,26.24,0.48,26.3,0,3.07,7.36
2022-07-11,4:00,25.24,98.46,432.33,26.48,0.49,26.3,0,3.09,7.3
2022-07-11,3:00,25.21,97.4,425.5,26.68,0.48,26.26,0,3.07,7.23
2022-07-11,2:00,25.57,97.03,409.42,27.04,0.49,26.21,0,3.14,7.15
2022-07-11,1:00,25.69,95.98,390.5,27.3,0.49,26.2,0,3.13,7.07
2022-07-11,0:00,25.82,94.58,369.5,27.64,0.49,26.13,0,3.14,6.99
2022-07-12,23:00,26.63,97.88,362.83,28.03,0.48,26.32,0,3.05,6.63
2022-07-12,22:00,26.8,95.48,340.5,28.3,0.49,26.3,0,3.08,6.55
2022-07-12,21:00,27,92.2,316.92,28.6,0.48,26.28,0,3.07,6.48
2022-07-12,20:00,27.28,88.35,296.67,29.02,0.49,26.2,0,3.13,6.41
2022-07-12,19:00,28.03,84.93,290.67,29.53,0.49,26.2,6.72,3.13,6.35
2022-07-12,18:00,28.89,81.7,283.58,29.96,0.49,26.21,39.72,3.15,6.35
2022-07-12,17:00,29.89,74.41,274.67,30.33,0.49,26.33,55.03,3.12,6.4
2022-07-12,16:00,31.41,73.16,261.33,30.65,0.5,26.51,144.28,3.13,6.46
2022-07-12,15:00,31.57,77.12,263.92,30.53,0.5,26.54,185.84,3.11,6.47
2022-07-12,14:00,30.8,79.68,264.83,30.32,0.49,26.55,164.02,3.09,6.43
2022-07-12,13:00,30.82,80.72,258.5,30.14,0.5,26.67,181.16,2.95,6.45
2022-07-12,12:00,30.6,80.91,262.33,29.89,0.49,26.59,176.96,3.11,6.46
2022-07-12,11:00,31.36,77.83,270.75,29.61,0.5,26.63,213.71,3.15,6.49
2022-07-12,10:00,30.36,80.64,288.58,29.2,0.49,26.7,140.17,3.07,6.4
2022-07-12,9:00,30.88,79.22,294,28.64,0.49,26.78,203.58,3.05,6.34
2022-07-12,8:00,29,90.65,313.17,27.44,0.47,26.33,173.99,2.79,6.29
2022-07-12,7:00,27.15,98.47,333.5,26.71,0.48,26.4,89.5,3.02,6.34
2022-07-12,6:00,25.84,99.19,366.33,26.23,0.48,26.48,49.62,3.05,6.36
2022-07-12,5:00,25.02,99.21,403.75,26.15,0.48,26.5,8.95,3.04,6.33
2022-07-12,4:00,25.07,99.2,449.75,26.34,0.49,26.48,0,3.06,6.32
2022-07-12,3:00,25.26,99.2,430.08,26.63,0.49,26.4,0,3.12,6.29
2022-07-12,2:00,25.72,99.13,412.08,26.98,0.49,26.4,0,3.11,6.32
2022-07-12,1:00,26.01,99.13,392.33,27.2,0.49,26.4,0,3.09,6.39
2022-07-12,0:00,26.09,99.05,372.92,27.36,0.5,26.4,0,3.12,6.5
2022-07-13,23:00,25.64,92.78,306.58,26.86,0.47,26.91,0,2.85,6.98
2022-07-13,22:00,26.08,89.24,294.08,27.08,0.47,26.9,0,2.86,6.91
2022-07-13,21:00,26.17,84.86,276.08,27.23,0.47,26.9,0,2.87,6.84
2022-07-13,20:00,26.38,81.46,268.17,27.45,0.47,26.9,0,2.87,6.77
2022-07-13,19:00,26.57,81.08,264.08,27.86,0.47,26.9,7.2,2.85,6.7
2022-07-13,18:00,27.91,77.28,255.5,28.36,0.47,26.93,42.82,2.86,6.68
2022-07-13,17:00,28.61,79.02,244.58,28.38,0.46,27.1,87.67,2.83,6.69
2022-07-13,16:00,28.4,82.55,245,28.14,0.47,27.01,109.12,2.87,6.75
2022-07-13,15:00,27.89,86.68,253.58,27.86,0.48,27.08,97.44,2.87,6.89
2022-07-13,14:00,27.1,90.84,257.67,27.54,0.48,27.13,105.29,2.92,6.88
2022-07-13,13:00,26.81,89.48,268.5,27.57,0.48,26.83,43.47,2.95,6.88
2022-07-13,12:00,27.93,84.57,251,27.68,0.48,27,111.28,2.93,6.91
2022-07-13,11:00,27.68,88.37,252,27.07,0.48,26.89,163.61,2.95,6.9
2022-07-13,10:00,26.47,87.94,265.75,26.49,0.47,26.45,69.8,2.84,6.91
2022-07-13,9:00,26.34,87.17,272.92,26.31,0.45,26.23,75.58,2.88,6.96
2022-07-13,8:00,25.74,87.65,288.18,26.1,0.47,26.33,58.61,2.96,7
2022-07-13,7:00,25.55,89.12,293.83,26.01,0.46,26.4,50.67,2.91,7.02
2022-07-13,6:00,24.91,94.53,315.33,26,0.47,26.46,35.82,2.98,7
2022-07-13,5:00,24.56,96.18,332.58,26.17,0.47,26.44,1.83,2.98,6.96
2022-07-13,4:00,25.07,98.25,391.67,26.63,0.47,26.4,0,2.99,6.91
2022-07-13,3:00,25.54,99.2,422.83,26.95,0.48,26.4,0,3.02,6.85
2022-07-13,2:00,25.88,99.14,403.33,27.3,0.48,26.38,0,3.01,6.79
2022-07-13,1:00,26.34,99.13,388.92,27.67,0.48,26.33,0,3.04,6.74
2022-07-13,0:00,26.69,99.13,384.5,27.88,0.48,26.31,0,3.04,6.68
2022-07-14,23:00,23.35,97.81,325.5,25.12,0.48,27.11,0,2.88,7.12
2022-07-14,22:00,24.06,98.84,311.75,25.64,0.48,27.1,0,2.91,7.05
2022-07-14,21:00,24.2,98.38,301.25,25.98,0.48,27.03,0,2.91,6.96
2022-07-14,20:00,24.58,96.56,291.67,26.47,0.48,27,0,2.92,6.85
2022-07-14,19:00,25.71,92.48,276,27.18,0.48,26.93,15.38,2.93,6.78
2022-07-14,18:00,26.96,90.43,265.25,27.53,0.48,27.03,65.45,2.92,6.77
2022-07-14,17:00,27.34,91.56,255.08,27.45,0.48,27.18,96.17,2.9,6.76
2022-07-14,16:00,26.52,97.81,257.92,27.2,0.48,27.15,112.82,2.9,6.79
2022-07-14,15:00,26.39,98.15,258.58,27.6,0.48,27.22,109.24,2.76,6.89
2022-07-14,14:00,27.94,84.27,255.83,27.8,0.47,27.05,136.26,2.84,6.88
2022-07-14,13:00,27.36,85.03,255.83,27.65,0.47,27.1,117.01,2.88,6.93
2022-07-14,12:00,27.14,84.63,255.83,27.7,0.47,27.01,93.41,2.87,7
2022-07-14,11:00,29.26,78.27,247.83,27.93,0.46,27.27,183.8,2.81,7.19
2022-07-14,10:00,28.36,85.93,254.58,26.73,0.47,27.29,238.79,2.69,7.36
2022-07-14,9:00,26.34,91.84,261.75,26.08,0.45,26.83,96.46,2.76,7.34
2022-07-14,8:00,25.42,96.01,277.45,25.71,0.45,26.9,58.61,2.78,7.36
2022-07-14,7:00,25.12,97.43,276.75,25.73,0.46,27,33.41,2.8,7.34
2022-07-14,6:00,24.86,98.87,289.17,25.7,0.46,27,28,2.79,7.31
2022-07-14,5:00,24.47,99.17,308.25,25.75,0.47,27,9.56,2.83,7.26
2022-07-14,4:00,24.78,99.1,339.33,26.09,0.46,27,0,2.79,7.2
2022-07-14,3:00,25.56,99.15,350.42,26.44,0.46,26.98,0,2.8,7.17
2022-07-14,2:00,25.58,98.78,340.5,26.43,0.46,26.99,0,2.81,7.13
2022-07-14,1:00,25.44,96.83,321.58,26.52,0.46,26.95,0,2.81,7.08
2022-07-14,0:00,25.7,95.07,316.58,26.68,0.47,26.96,0,2.84,7.03
2022-07-15,23:00,23.48,93.07,339.92,25.61,0.52,26.72,0,3.22,7.22
2022-07-15,22:00,23.83,91.8,321.42,26.23,0.53,26.66,0,3.25,7.11
2022-07-15,21:00,24.26,89.72,303.55,26.87,0.53,26.59,0,3.29,6.93
2022-07-15,20:00,24.78,84.08,286.58,27.68,0.54,26.47,0,3.37,6.67
2022-07-15,19:00,26.35,75.23,270.17,28.93,0.54,26.4,17.75,3.38,6.45
2022-07-15,18:00,29,67.1,252.17,30.23,0.54,26.5,79.85,3.43,6.34
2022-07-15,17:00,30.82,65.53,245.58,31.03,0.54,26.38,173.3,3.43,6.36
2022-07-15,16:00,32.87,60.44,236,31.53,0.52,26.3,277.49,3.31,6.45
2022-07-15,15:00,34.38,58.15,234.67,31.43,0.51,26.36,271.1,3.22,6.55
2022-07-15,14:00,34.48,58.38,236.92,30.83,0.5,26.55,210.91,3.14,6.66
2022-07-15,13:00,32.69,59.72,234.58,30.2,0.49,26.63,265.16,2.94,6.73
2022-07-15,12:00,32.77,59.42,242.08,29.72,0.49,26.71,182.21,3.04,6.89
2022-07-15,11:00,31.85,65.1,239.08,28.91,0.48,26.97,194.87,2.95,7.08
2022-07-15,10:00,31.53,67.53,242.83,27.93,0.47,27.24,337.89,2.75,7.16
2022-07-15,9:00,29.67,73.06,258,26.3,0.47,27.49,343.26,2.77,7.29
2022-07-15,8:00,26.93,89.34,291.67,24.69,0.46,27.23,201.87,2.61,7.32
2022-07-15,7:00,24.76,99.1,384.55,23.68,0.46,27.36,85.34,2.76,7.34
2022-07-15,6:00,22.43,99.03,417.5,22.84,0.47,27.4,34.23,2.78,7.36
